"External ID","Account/Name","Amount","Description","Discount (%)","Invoice Reference/Invoice Reference","Invoice Reference/Invoice Number","Partner/Name","Product/Name","Quantity","Sequence","Source Document","Taxes/Tax Code","Unit Price","Unit of Measure/Unit of Measure","Invoice Reference/Old Name"
"__export__.account_invoice_line_10007","Purchases - JMD","120.0","F Glide Snorkel Mint","","","EXJ/2014/I3374","Finis (Do Not Use)","Glide Snorkel Mint Green Sr","12.0","","","","10.0","Unit(s)",""
"__export__.account_invoice_line_10008","Purchases - JMD","60.0","F Glide Snorkel Pink","","","EXJ/2014/I3374","Finis (Do Not Use)","F Glide Snorkel Pink","6.0","","","","10.0","Unit(s)",""
"__export__.account_invoice_line_10009","Purchases - JMD","66.0","Freestyle Snorkel Blue (Adult)","","","EXJ/2014/I3374","Finis (Do Not Use)","Mask/Snorkel Blue  A","6.0","","","","11.0","Unit(s)",""
"__export__.account_invoice_line_10010","Purchases - JMD","70.2","Junior Swimmer's Snorkel - Yellow ","","","EXJ/2014/I3374","Finis (Do Not Use)","Swimmer's Snorkel Jr","6.0","","","","11.7","Unit(s)",""
"__export__.account_invoice_line_10011","Purchases - JMD","86.4","Stopwatch 3X-100M ","","","EXJ/2014/I3374","Finis (Do Not Use)","Stopwatch 3X-100M","4.0","","","","21.6","Unit(s)",""
"__export__.account_invoice_line_10012","Purchases - JMD","1296.0","F Neptune MP3","","","EXJ/2014/I3374","Finis (Do Not Use)","Neptune MP3 Player","18.0","","","","72.0","Unit(s)",""
"__export__.account_invoice_line_10013","Purchases - JMD","480.0","Tempo Trainer Pro","","","EXJ/2014/I3374","Finis (Do Not Use)","Tempo Trainer Pro","24.0","","","","20.0","Unit(s)",""
"__export__.account_invoice_line_10014","Purchases - JMD","30.0","Z2 - A 1-2.5","","","EXJ/2014/I3374","Finis (Do Not Use)","Z2 Gold A","3.0","","","","10.0","Unit(s)",""
"__export__.account_invoice_line_10015","Purchases - JMD","72.0","Z2 C 4-5.5","","","EXJ/2014/I3374","Finis (Do Not Use)","Z2 Gold C","6.0","","","","12.0","Unit(s)",""
"__export__.account_invoice_line_10016","Purchases - JMD","108.0","Z2 D 5.5-7","","","EXJ/2014/I3374","Finis (Do Not Use)","Z2 Gold D","9.0","","","","12.0","Unit(s)",""
"__export__.account_invoice_line_10017","Purchases - JMD","72.0","Z2 E 7-8.5","","","EXJ/2014/I3374","Finis (Do Not Use)","Z2 Gold F","6.0","","","","12.0","Unit(s)",""
"__export__.account_invoice_line_10018","Purchases - JMD","39.0","Z2 F 8.5-10","","","EXJ/2014/I3374","Finis (Do Not Use)","Z2 F 8.5-10","3.0","","","","13.0","Unit(s)",""
"__export__.account_invoice_line_10019","Purchases - JMD","52.0","Foam Kickboard - Sr","","","EXJ/2014/I3374","Finis (Do Not Use)","Foam Kickboard Sr","8.0","","","","6.5","Unit(s)",""
"__export__.account_invoice_line_10020","Purchases - JMD","44.0","Foam Pull Buoy - Sr","","","EXJ/2014/I3374","Finis (Do Not Use)","Foam Pull Buoy Sr","8.0","","","","5.5","Unit(s)",""
"__export__.account_invoice_line_10021","Purchases - JMD","67.5","PDF  L","","","EXJ/2014/I3374","Finis (Do Not Use)","Positive Drive Fin L","6.0","","","","11.25","Unit(s)",""
"__export__.account_invoice_line_10022","Purchases - JMD","96.0","PDF  XL","","","EXJ/2014/I3374","Finis (Do Not Use)","Positive Drive Fin XL","8.0","","","","12.0","Unit(s)",""
"__export__.account_invoice_line_10023","Purchases - JMD","26.4","Pulling Ankle Strap","","","EXJ/2014/I3374","Finis (Do Not Use)","Pulling Ankle Strap Yellow","12.0","","","","2.2","Unit(s)",""
"__export__.account_invoice_line_10024","Purchases - JMD","91.2","Goggle Surge Black/Yellow","","","EXJ/2014/I3374","Finis (Do Not Use)","Surge Black/Yellow","6.0","","","","15.2","Unit(s)",""
"__export__.account_invoice_line_10025","Purchases - JMD","104.0","F Aquarius Fin","","","EXJ/2014/I3374","Finis (Do Not Use)","F Aquarius Fin","4.0","","","","26.0","Unit(s)",""
"__export__.account_invoice_line_10026","Purchases - JMD","38.0","Freestyle Paddle (Adult)","","","EXJ/2014/I3374","Finis (Do Not Use)","Freestyler Hand Paddles Senior","5.0","","","","7.6","Unit(s)",""
"__export__.account_invoice_line_10027","Purchases - JMD","30.4","Freestyle Paddle (Junior)","","","EXJ/2014/I3374","Finis (Do Not Use)","Freestyler Hand Paddles Junior","5.0","","","","6.08","Unit(s)",""
"__export__.account_invoice_line_10028","Purchases - JMD","6.84","Cap Latex Blue","","","EXJ/2014/I3374","Finis (Do Not Use)","Corporate Gifts #1","6.0","","","","1.14","Unit(s)",""
"__export__.account_invoice_line_10029","Purchases - JMD","6.84","Cap Latex Yellow","","","EXJ/2014/I3374","Finis (Do Not Use)","Corporate Gifts #1","6.0","","","","1.14","Unit(s)",""
"__export__.account_invoice_line_10030","Purchases - JMD","25.5","Alignment Kickboard","","","EXJ/2014/I3374","Finis (Do Not Use)","Alignment Kickboard Yellow","3.0","","","","8.5","Unit(s)",""
"__export__.account_invoice_line_10031","Purchases - JMD","42.0","Swim Parachute Navy 12 inch","","","EXJ/2014/I3374","Finis (Do Not Use)","Swim Parachute Navy 12 Inch","4.0","","","","10.5","Unit(s)",""
"__export__.account_invoice_line_10032","Purchases - JMD","68.4","Thermal Training Shirt Black S","","","EXJ/2014/I3374","Finis (Do Not Use)","Thermal Trg Shirt Blk S","3.0","","","","22.8","Unit(s)",""
"__export__.account_invoice_line_10033","Purchases - JMD","25.0","Foil Monofin S","","","EXJ/2014/I3374","Finis (Do Not Use)","Foil Monofin SM","1.0","","","","25.0","Unit(s)",""
"__export__.account_invoice_line_10034","Purchases - JMD","25.0","Competitor Monofin M","","","EXJ/2014/I3374","Finis (Do Not Use)","Monofin Comp M","1.0","","","","25.0","Unit(s)",""
"__export__.account_invoice_line_10035","Purchases - JMD","86.7491588785","Fitbit One","","","EXJ/2014/I3379","Challenger Technologies Limited","Fitbit One Wireless Activity + Sleep Tracker Black","1.0","","","SR","86.7491588785","Unit(s)",""
"__export__.account_invoice_line_10036","Purchases - JMD","182.760093458","Garmin Forerunner 10","","","EXJ/2014/I3386","AllBright Technology Pte Ltd","Garmin Forerunner 10","1.0","","","SR","182.760093458","Unit(s)",""
"__export__.account_invoice_line_10037","Purchases - JMD","182.760093458","Garmin Forerunner 620","","","EXJ/2014/I3386","AllBright Technology Pte Ltd","Garmin Forerunner 620","1.0","","","SR","182.760093458","Unit(s)",""
"__export__.account_invoice_line_10038","Purchases - JMD","324.046728972","TomTom Multisport GPS Watch","","","EXJ/2014/I3383","Challenger Technologies Limited","TomTom Multi-Sport GPS Watch - Grey","1.0","","","SR","324.046728972","Unit(s)",""
"__export__.account_invoice_line_10039","Purchases - JMD","324.046728972","TomTom Multisport GPS Watch","","","EXJ/2014/I3391","Challenger Technologies Limited","TomTom Multi-Sport GPS Watch - Grey","1.0","","","SR","324.046728972","Unit(s)",""
"__export__.account_invoice_line_10040","Purchases - JMD","554.25","Runalyzer Blue","","","EXJ/2013/I2495","Runware","Runalyzer Blue","15.0","","","","36.95","Unit(s)",""
"__export__.account_invoice_line_10041","Purchases - JMD","964.5","Fitbit Flex","","","EXJ/2013/I2227","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","10.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10042","Purchases - JMD","192.9","Fitbit One","","","EXJ/2013/I2227","Ingram Micro Asia Ltd","Fitbit One Wireless Activity + Sleep Tracker Black","2.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10043","Purchases - JMD","252.72","Fitbit Aria","","","EXJ/2013/I2227","Ingram Micro Asia Ltd","Fitbit Aria Wi-Fi Smart Scale Black","2.0","","","SR","126.36","Unit(s)",""
"__export__.account_invoice_line_10044","Purchases - JMD","59.07","Fitbit Zip","","","EXJ/2013/I2227","Ingram Micro Asia Ltd","Fitbit Zip Wireless Activity Tracker Charcoal","1.0","","","SR","59.07","Unit(s)",""
"__export__.account_invoice_line_10045","Purchases - JMD","964.5","Fitbit Flex","","","EXJ/2013/I2228","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","10.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10046","Purchases - JMD","964.5","Fitbit Flex","","","EXJ/2013/I2229","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","10.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10047","Purchases - JMD","801.52","PoolMateHR","","","EXJ/2013/I2230","Swimovate","PoolMateHR","4.0","","","","200.38","Unit(s)",""
"__export__.account_invoice_line_10048","Purchases - JMD","1929.0","Fitbit Flex","","","EXJ/2013/I2241","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","20.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10049","Purchases - JMD","675.15","Fitbit One","","","EXJ/2013/I2241","Ingram Micro Asia Ltd","Fitbit One Wireless Activity + Sleep Tracker Black","7.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10050","Purchases - JMD","333.57","Speedo FXST Kneeskin","","","EXJ/2013/I2281","RSH (Singapore) Pte Ltd","Speedo FXST Kneeskin","1.0","","","SR","333.57","Unit(s)",""
"__export__.account_invoice_line_10051","Purchases - JMD","964.5","Fitbit Flex","","","EXJ/2013/I2243","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","10.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10052","Purchases - JMD","177.21","Fitbit Zip","","","EXJ/2013/I2243","Ingram Micro Asia Ltd","Fitbit Zip Wireless Activity Tracker Charcoal","3.0","","","SR","59.07","Unit(s)",""
"__export__.account_invoice_line_10053","Purchases - JMD","554.4","Bar Fly","","","EXJ/2013/I2289","Tate Labs, Inc","Bar Fly","40.0","","","","13.86","Unit(s)",""
"__export__.account_invoice_line_10054","Purchases - JMD","1060.95","Fitbit Flex","","","EXJ/2013/I2226","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","11.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10055","Purchases - JMD","177.21","Fitbit Zip","","","EXJ/2013/I2226","Ingram Micro Asia Ltd","Fitbit Zip Wireless Activity Tracker Charcoal","3.0","","","SR","59.07","Unit(s)",""
"__export__.account_invoice_line_10056","Purchases - JMD","252.72","Fitbit Aria","","","EXJ/2013/I2226","Ingram Micro Asia Ltd","Fitbit Aria Wi-Fi Smart Scale Black","2.0","","","SR","126.36","Unit(s)",""
"__export__.account_invoice_line_10057","Purchases - JMD","482.25","Fitbit Flex","","","EXJ/2013/I2264","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","5.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10058","Purchases - JMD","505.44","Fitbit Aria","","","EXJ/2013/I2265","Ingram Micro Asia Ltd","Fitbit Aria Wi-Fi Smart Scale Black","4.0","","","SR","126.36","Unit(s)",""
"__export__.account_invoice_line_10059","Purchases - JMD","551.88","iHealth BP monitor","","","EXJ/2013/I2275","Imercury Pte Ltd","iHealth BP5 Wireless Blood Pressure Monitor","4.0","","","SR","137.97","Unit(s)",""
"__export__.account_invoice_line_10060","Purchases - JMD","270.0","iHealth Body Scale","","","EXJ/2013/I2275","Imercury Pte Ltd","iHealth Body Scale","2.0","","","SR","135.0","Unit(s)",""
"__export__.account_invoice_line_10061","Purchases - JMD","425.7","iHealth Activity Watch","","","EXJ/2013/I2275","Imercury Pte Ltd","iHealth Activity Watch","5.0","","","SR","85.14","Unit(s)",""
"__export__.account_invoice_line_10062","Purchases - JMD","3858.0","Fitbit Flex","","","EXJ/2013/I2272","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","40.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10063","Purchases - JMD","432.0","F Neptune MP3","","","EXJ/2013/I2279","Finis (Do Not Use)","Neptune MP3 Player","6.0","","","","72.0","Unit(s)",""
"__export__.account_invoice_line_10064","Purchases - JMD","1440.0","Viiiiva Heart Rate Strap","","","EXJ/2013/I2293","4iii Innovations Inc","Viiiiva Heart Rate Strap","30.0","","","","48.0","Unit(s)",""
"__export__.account_invoice_line_10065","Purchases - JMD","505.44","Fitbit Aria","","","EXJ/2013/I2282","Ingram Micro Asia Ltd","Fitbit Aria Wi-Fi Smart Scale Black","4.0","","","SR","126.36","Unit(s)",""
"__export__.account_invoice_line_10066","Purchases - JMD","912.0","Withings Body Scale WS-50","","","EXJ/2013/I2303","Withings Inc","Withings Body Scale WS-50","8.0","","","","114.0","Unit(s)",""
"__export__.account_invoice_line_10067","Purchases - JMD","4560.0","Withings Pulse","","","EXJ/2013/I2303","Withings Inc","Withings Pulse","60.0","","","","76.0","Unit(s)",""
"__export__.account_invoice_line_10068","Purchases - JMD","1728.0","F Neptune MP3","","","EXJ/2013/I2284","Finis (Do Not Use)","Neptune MP3 Player","24.0","","","","72.0","Unit(s)",""
"__export__.account_invoice_line_10069","Purchases - JMD","100.32","Agility Paddle","","","EXJ/2013/I2284","Finis (Do Not Use)","Agility Paddle Medium","12.0","","","","8.36","Unit(s)",""
"__export__.account_invoice_line_10070","Purchases - JMD","83.6","Agility Paddle","","","EXJ/2013/I2284","Finis (Do Not Use)","Agility Paddle Medium","10.0","","","","8.36","Unit(s)",""
"__export__.account_invoice_line_10071","Purchases - JMD","66.88","Agility Paddle","","","EXJ/2013/I2284","Finis (Do Not Use)","Agility Paddle Medium","8.0","","","","8.36","Unit(s)",""
"__export__.account_invoice_line_10072","Purchases - JMD","18.24","Fulcrum Paddles Yellow - M ","","","EXJ/2013/I2284","Finis (Do Not Use)","Fulcrum Paddle Yel M","3.0","","","","6.08","Unit(s)",""
"__export__.account_invoice_line_10073","Purchases - JMD","72.96","Goggle Energy Blue/Clear","","","EXJ/2013/I2284","Finis (Do Not Use)","Energy Blue/Clear","12.0","","","","6.08","Unit(s)",""
"__export__.account_invoice_line_10074","Purchases - JMD","72.96","Goggle Energy Clear/Smoke","","","EXJ/2013/I2284","Finis (Do Not Use)","Energy Clear/Smoke","12.0","","","","6.08","Unit(s)",""
"__export__.account_invoice_line_10075","Purchases - JMD","27.36","Goggles H2 Jr Blue/Clear","","","EXJ/2013/I2284","Finis (Do Not Use)","Goggle H2 Jr Blu/Clr-Fishlike","6.0","","","","4.56","Unit(s)",""
"__export__.account_invoice_line_10076","Purchases - JMD","27.36","Goggle H2 Jr.Green/Clear","","","EXJ/2013/I2284","Finis (Do Not Use)","H2 Green/Clear","6.0","","","","4.56","Unit(s)",""
"__export__.account_invoice_line_10077","Purchases - JMD","86.4","Goggle Shockwave Smoke HD","","","EXJ/2013/I2284","Finis (Do Not Use)","Shockwave Smoke HD","12.0","","","","7.2","Unit(s)",""
"__export__.account_invoice_line_10078","Purchases - JMD","86.4","Goggle Shockwave Clear","","","EXJ/2013/I2284","Finis (Do Not Use)","Shockwave Clear/Clear","12.0","","","","7.2","Unit(s)",""
"__export__.account_invoice_line_10079","Purchases - JMD","33.0","PDF M","","","EXJ/2013/I2284","Finis (Do Not Use)","Positive Drive Fin M","3.0","","","","11.0","Unit(s)",""
"__export__.account_invoice_line_10080","Purchases - JMD","36.0","PDF  XL","","","EXJ/2013/I2284","Finis (Do Not Use)","Positive Drive Fin XL","3.0","","","","12.0","Unit(s)",""
"__export__.account_invoice_line_10081","Purchases - JMD","29.25","PDF XS","","","EXJ/2013/I2284","Finis (Do Not Use)","PDF XS","3.0","","","","9.75","Unit(s)",""
"__export__.account_invoice_line_10082","Purchases - JMD","69.0","Wave Monofin - Blue","","","EXJ/2013/I2284","Finis (Do Not Use)","Monofin Wave","3.0","","","","23.0","Unit(s)",""
"__export__.account_invoice_line_10083","Purchases - JMD","140.4","Adult Swimmer's Snorkel Yellow","","","EXJ/2013/I2284","Finis (Do Not Use)","Swimmers Snorkel","12.0","","","","11.7","Unit(s)",""
"__export__.account_invoice_line_10084","Purchases - JMD","22.8","Sculling Finger Junior - Red","","","EXJ/2013/I2284","Finis (Do Not Use)","Sculling Finger Red","6.0","","","","3.8","Unit(s)",""
"__export__.account_invoice_line_10085","Purchases - JMD","19.2","Mesh Gear Bag - Red  ","","","EXJ/2013/I2284","Finis (Do Not Use)","Mesh Gear Bag Red","4.0","","","","4.8","Unit(s)",""
"__export__.account_invoice_line_10086","Purchases - JMD","28.8","Mesh Gear Bag - Black","","","EXJ/2013/I2284","Finis (Do Not Use)","Mesh Gear Bag Black","6.0","","","","4.8","Unit(s)",""
"__export__.account_invoice_line_10087","Purchases - JMD","19.2","Mesh Gear Bag - Pink","","","EXJ/2013/I2284","Finis (Do Not Use)","Mesh Gear Bag Pink","4.0","","","","4.8","Unit(s)",""
"__export__.account_invoice_line_10088","Purchases - JMD","28.8","Mesh Gear Bag Yellow","","","EXJ/2013/I2284","Finis (Do Not Use)","Mesh Gear Bag Yellow","6.0","","","","4.8","Unit(s)",""
"__export__.account_invoice_line_10089","Purchases - JMD","72.0","Z2 E 7-8.5","","","EXJ/2013/I2284","Finis (Do Not Use)","Z2 Gold F","6.0","","","","12.0","Unit(s)",""
"__export__.account_invoice_line_10090","Purchases - JMD","61.6","Hydro2 Jammer 24","","","EXJ/2013/I2284","Finis (Do Not Use)","Male Hydrospeed 2 Jammer 24","2.0","","","","30.8","Unit(s)",""
"__export__.account_invoice_line_10091","Purchases - JMD","33.75","PDF  L","","","EXJ/2013/I2284","Finis (Do Not Use)","Positive Drive Fin L","3.0","","","","11.25","Unit(s)",""
"__export__.account_invoice_line_10092","Purchases - JMD","171.6","HyFlux Jammer 22","","","EXJ/2013/I2285","Finis (Do Not Use)","HyFlux Jammer 22","3.0","","","","57.2","Unit(s)",""
"__export__.account_invoice_line_10093","Purchases - JMD","114.4","HyFlux Jammer 24","","","EXJ/2013/I2285","Finis (Do Not Use)","HyFlux Jammer 24","2.0","","","","57.2","Unit(s)",""
"__export__.account_invoice_line_10094","Purchases - JMD","114.4","HyFlux Jammer 26","","","EXJ/2013/I2285","Finis (Do Not Use)","HyFlux Jammer 26","2.0","","","","57.2","Unit(s)",""
"__export__.account_invoice_line_10095","Purchases - JMD","363.96","iBike Dash CC","","","EXJ/2013/I2299","Dr Bott LLC","iBike Dash CC","4.0","","","","90.99","Unit(s)",""
"__export__.account_invoice_line_10096","Purchases - JMD","4822.5","Fitbit Flex","","","EXJ/2013/I2304","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","50.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10097","Purchases - JMD","385.8","Fitbit One","","","EXJ/2013/I2305","Ingram Micro Asia Ltd","Fitbit One Wireless Activity + Sleep Tracker Black","4.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10098","Purchases - JMD","379.08","Fitbit Aria","","","EXJ/2013/I2305","Ingram Micro Asia Ltd","Fitbit Aria Wi-Fi Smart Scale Black","3.0","","","SR","126.36","Unit(s)",""
"__export__.account_invoice_line_10099","Purchases - JMD","2772.88","Fitbit Flex","","","EXJ/2013/I2306","Apple South Asia Pte Ltd","Fitbit Flex Accessory Band 3-pack (Large)","23.0","","","SR","120.56","Unit(s)",""
"__export__.account_invoice_line_10100","Purchases - JMD","454.95","iBike Dash CC","","","EXJ/2013/I2417","Dr Bott LLC","iBike Dash CC","5.0","","","","90.99","Unit(s)",""
"__export__.account_invoice_line_10101","Purchases - JMD","79.86","SP Goggle Mariner Mirror","","","EXJ/2013/I2327","RSH (Singapore) Pte Ltd","SP Goggle Mariner Mirror","6.0","","","SR","13.31","Unit(s)",""
"__export__.account_invoice_line_10102","Purchases - JMD","17.93","SP Biofuse Power Paddle L","","","EXJ/2013/I2327","RSH (Singapore) Pte Ltd","SP Biofuse Power Paddle L","1.0","","","SR","17.93","Unit(s)",""
"__export__.account_invoice_line_10103","Purchases - JMD","102.55","SP Elite PullKick","","","EXJ/2013/I2327","RSH (Singapore) Pte Ltd","SP Elite PullKick","5.0","","","SR","20.51","Unit(s)",""
"__export__.account_invoice_line_10104","Purchases - JMD","51.3","SP Elite Kickboard","","","EXJ/2013/I2327","RSH (Singapore) Pte Ltd","SP Elite Kickboard","2.0","","","SR","25.65","Unit(s)",""
"__export__.account_invoice_line_10105","Purchases - JMD","67.65","SP Goggle Vanq Mirror","","","EXJ/2013/I2328","RSH (Singapore) Pte Ltd","SP Goggle Vanq Mirror","4.0","","","SR","16.9125","Unit(s)",""
"__export__.account_invoice_line_10106","Purchases - JMD","122.38","SP Goggle Elite Mirror","","","EXJ/2013/I2328","RSH (Singapore) Pte Ltd","SP Goggle Elite Mirror","2.0","","","SR","61.19","Unit(s)",""
"__export__.account_invoice_line_10107","Purchases - JMD","4822.5","Fitbit Flex","","","EXJ/2013/I2332","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","50.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10108","Purchases - JMD","192.9","Fitbit One","","","EXJ/2013/I2332","Ingram Micro Asia Ltd","Fitbit One Wireless Activity + Sleep Tracker Black","2.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10109","Purchases - JMD","482.25","Fitbit One","","","EXJ/2013/I2339","Ingram Micro Asia Ltd","Fitbit One Wireless Activity + Sleep Tracker Black","5.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10110","Purchases - JMD","482.25","Fitbit Flex","","","EXJ/2013/I2339","Ingram Micro Asia Ltd","Fitbit Flex Accessory Band 3-pack (Large)","5.0","","","SR","96.45","Unit(s)",""
"__export__.account_invoice_line_10111","Purchases - JMD","912.0","Withings Body Scale WS-50","","","EXJ/2013/I2340","Withings Inc","Withings Body Scale WS-50","8.0","","","","114.0","Unit(s)",""
"__export__.account_invoice_line_10112","Purchases - JMD","6080.0","Withings Pulse","","","EXJ/2013/I2340","Withings Inc","Withings Pulse","80.0","","","","76.0","Unit(s)",""
"__export__.account_invoice_line_10113","Purchases - JMD","36.48","Silicone Cap Solid - White","","","EXJ/2013/I2346","Finis (Do Not Use)","Volume White Silicone Cap","12.0","","","","3.04","Unit(s)",""
"__export__.account_invoice_line_10114","Purchases - JMD","36.48","Silicone Cap Solid - Blue","","","EXJ/2013/I2346","Finis (Do Not Use)","Cap Silicone Blue","12.0","","","","3.04","Unit(s)",""
"__export__.account_invoice_line_10115","Purchases - JMD","174.0","Cords Long Belt","","","EXJ/2013/I2346","Finis (Do Not Use)","Cords Long Belt","6.0","","","","29.0","Unit(s)",""
"__export__.account_invoice_line_10116","Purchases - JMD","43.2","Nose Clip - Clear","","","EXJ/2013/I2346","Finis (Do Not Use)","Nose Clip Clear","24.0","","","","1.8","Unit(s)",""
"__export__.account_invoice_line_10117","Purchases - JMD","70.5","Floating Fins 11-13 Bk/Ny ","","","EXJ/2013/I2346","Finis (Do Not Use)","Long Floating Fin 11-13 Black/Navy","6.0","","","","11.75","Unit(s)",""
"__export__.account_invoice_line_10118","Purchases - JMD","90.0","Floating Fins 3-5 Rd/Bk  ","","","EXJ/2013/I2346","Finis (Do Not Use)","Long Floating Fin 3-5 Red/Black","10.0","","","","9.0","Unit(s)",""
"__export__.account_invoice_line_10119","Purchases - JMD","95.0","Floating Fins 7-9 Rd/Gy ","","","EXJ/2013/I2346","Finis (Do Not Use)","Long Floating Fin 7-9 Red/Gray","10.0","","","","9.5","Unit(s)",""
"__export__.account_invoice_line_10120","Purchases - JMD","105.0","Floating Fins 9-11 Bk/Rd ","","","EXJ/2013/I2346","Finis (Do Not Use)","Long Floating Fin 9-11 Black/Red","10.0","","","","10.5","Unit(s)",""
"__export__.account_invoice_line_10121","Purchases - JMD","20.0","Foam Kickboard - Jr ","","","EXJ/2013/I2346","Finis (Do Not Use)","Foam Kickboard Jr","4.0","","","","5.0","Unit(s)",""
"__export__.account_invoice_line_10122","Purchases - JMD","39.0","Foam Kickboard - Sr","","","EXJ/2013/I2346","Finis (Do Not Use)","Foam Kickboard Sr","6.0","","","","6.5","Unit(s)",""
"__export__.account_invoice_line_10123","Purchases - JMD","36.48","Fulcrum Paddles White - L ","","","EXJ/2013/I2346","Finis (Do Not Use)","Fulcrum Paddle L White","6.0","","","","6.08","Unit(s)",""
"__export__.account_invoice_line_10124","Purchases - JMD","28.68","Goggle Fruit Basket Blue","","","EXJ/2013/I2346","Finis (Do Not Use)","Goggle Fruit Basket Blue","6.0","","","","4.78","Unit(s)",""
"__export__.account_invoice_line_10125","Purchases - JMD","28.68","Goggle Fruit Basket Purple","","","EXJ/2013/I2346","Finis (Do Not Use)","Goggle Fruit Basket Purple","6.0","","","","4.78","Unit(s)",""
"__export__.account_invoice_line_10126","Purchases - JMD","28.68","Goggle Fruit Basket Pink","","","EXJ/2013/I2346","Finis (Do Not Use)","Goggle Fruit Basket Pink","6.0","","","","4.78","Unit(s)",""
"__export__.account_invoice_line_10127","Purchases - JMD","28.68","Goggle Fruit Basket Green","","","EXJ/2013/I2346","Finis (Do Not Use)","Goggle Fruit Basket Green","6.0","","","","4.78","Unit(s)",""
