"External ID","Account/Name","Amount","Description","Discount (%)","Invoice Reference/Invoice Reference","Invoice Reference/Invoice Number","Partner/Name","Product/Name","Quantity","Sequence","Source Document","Taxes/Tax Code","Unit Price","Unit of Measure/Unit of Measure","Invoice Reference/Old Name"
"__export__.account_invoice_line_3645","Sales - JMD","","Shirt - Ctn RN BL XL 44","","","INV/2013/I53228","CASH SALE","Shirt - Ctn RN BL XL 44","1.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_3646","Sales - JMD","","Water Bottles","","","INV/2013/I53228","CASH SALE","Water Bottles","2.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_3647","Sales - JMD","","Water Polo Brief Black 28","","","INV/2013/I53228","CASH SALE","WaterPolo Brief Bk 28","3.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_3648","Sales - JMD","","FORZA TRISHORT-BLK-L","","","INV/2013/I53232","CASH SALE","FORZA TRISHORT-BLK-L","1.0","","","","","Unit(s)",""
"__export__.account_invoice_line_3649","Sales - JMD","","FORZA TRISHORT-BLK-M","","","INV/2013/I53232","CASH SALE","FORZA TRISHORT-BLK-M","1.0","","","","","Unit(s)",""
"__export__.account_invoice_line_3650","Sales - JMD","","F Neptune MP3","","","INV/2013/I53233","CASH SALE","Neptune MP3 Player","2.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_3651","Sales - JMD","","Electronic Whistle (3 tones)","","","INV/2013/I53234","VISA","Electronic Whistle (3 tones)","3.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_3652","Sales - JMD","","Freestyle Snorkel Blue (Adult)","","","INV/2013/I53234","VISA","Mask/Snorkel Blue  A","2.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_3653","Sales - JMD","14.0186915888","Goggle Surge Black/Yellow","","","INV/2013/I53234","VISA","Surge Black/Yellow","1.0","","","SR","14.0186915888","Unit(s)",""
"__export__.account_invoice_line_3654","Sales - JMD","14.0186915888","Pool-Mate Black/Blue","","","INV/2013/I53234","VISA","Pool-Mate Black/Blue","1.0","","","SR","14.0186915888","Unit(s)",""
"__export__.account_invoice_line_3655","Sales - JMD","558.878504673","F Neptune MP3","","","INV/2013/I53234","VISA","Neptune MP3 Player","1.0","","","SR","558.878504673","Unit(s)",""
"__export__.account_invoice_line_3656","Sales - JMD","93.4570093458","Freestyle Snorkel Blue (Adult)","","","INV/2013/I53235","NETS Sales","Mask/Snorkel Blue  A","1.0","","","SR","93.4570093458","Unit(s)",""
"__export__.account_invoice_line_3657","Sales - JMD","130.0","Agility Paddle","","","INV/2013/I53235","NETS Sales","Agility Paddle Medium","1.0","","","SR","130.0","Unit(s)",""
"__export__.account_invoice_line_3658","Sales - JMD","54.2056074766","Rev Silicone Cap - USA/AUS","","","INV/2013/I53235","NETS Sales","","1.0","","","SR","54.2056074766","Unit(s)",""
"__export__.account_invoice_line_3659","Sales - JMD","167.289719626","PoolMateHR","","","INV/2013/I53236","VISA","PoolMateHR","2.0","","","SR","83.6448598131","Unit(s)",""
"__export__.account_invoice_line_3660","Sales - JMD","279.439252336","Goggle Energy Clear/Smoke","","","INV/2013/I53236","VISA","Energy Clear/Smoke","1.0","","","SR","279.439252336","Unit(s)",""
"__export__.account_invoice_line_3661","Sales - JMD","65.0","Goggle Lightning Mirror/Silver","","","INV/2013/I53236","VISA","Lightning Silver/ Mirror","1.0","","","SR","65.0","Unit(s)",""
"__export__.account_invoice_line_3662","Sales - JMD","36.4485981308","Goggle Surge Silver/Black","","","INV/2013/I53236","VISA","Surge Silver/Black","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_3663","Sales - JMD","20.0","Adult Swimmer's Snorkel Yellow","","","INV/2013/I53236","VISA","Swimmers Snorkel","1.0","","","SR","20.0","Unit(s)",""
"__export__.account_invoice_line_3664","Sales - JMD","708.411214953","Z2 - B 2.5-4","","","INV/2013/I53236","VISA","Z2 Gold B","1.0","","","SR","708.411214953","Unit(s)",""
"__export__.account_invoice_line_3665","Sales - JMD","45.5046728972","Z2 C 4-5.5","","","INV/2013/I53236","VISA","Z2 Gold C","1.0","","","SR","45.5046728972","Unit(s)",""
"__export__.account_invoice_line_3666","Sales - JMD","20.9345794393","Z2 D 5.5-7","","","INV/2013/I53236","VISA","Z2 Gold D","1.0","","","SR","20.9345794393","Unit(s)",""
"__export__.account_invoice_line_3667","Sales - JMD","37.9439252336","Z2 E 7-8.5","","","INV/2013/I53236","VISA","Z2 Gold F","1.0","","","SR","37.9439252336","Unit(s)",""
"__export__.account_invoice_line_3668","Sales - JMD","45.5046728972","Z2 C 4-5.5","","","INV/2013/I53236","VISA","Z2 Gold C","1.0","","","SR","45.5046728972","Unit(s)",""
"__export__.account_invoice_line_3669","Sales - JMD","48.2990654206","DVD Fast Swimming","","","INV/2013/I53236","VISA","","1.0","","","SR","48.2990654206","Unit(s)",""
"__export__.account_invoice_line_3670","Sales - JMD","48.2990654206","Dryland Cords Grn Med","","","INV/2013/I53236","VISA","Dryland Cords Grn Med","1.0","","","SR","48.2990654206","Unit(s)",""
"__export__.account_invoice_line_3671","Sales - JMD","48.2990654206","Stationary Cords Ankle Strap","","","INV/2013/I53236","VISA","Stationary Cords Ankle Strap","1.0","","","SR","48.2990654206","Unit(s)",""
"__export__.account_invoice_line_3672","Sales - JMD","48.2990654206","Electronic Whistle (3 tones)","","","INV/2013/I53237","CASH SALE","Electronic Whistle (3 tones)","1.0","","","SR","48.2990654206","Unit(s)",""
"__export__.account_invoice_line_3673","Sales - JMD","68.9906542056","Speedo Elite Jammer","","","INV/2013/I53237","CASH SALE","Speedo Elite Jammer","1.0","","","SR","68.9906542056","Unit(s)",""
"__export__.account_invoice_line_3674","Sales - JMD","51.4018691589","Floating Fins 1-3 Bl/Yw ","","","INV/2013/I53238","Singapore Island Country Club","Long Floating Fin 1-3 Blue/Yellow","6.0","","","SR","8.56697819315","Unit(s)",""
"__export__.account_invoice_line_3675","Sales - JMD","55.1401869159","Floating Fins Jr 11-1 Bl/Or ","","","INV/2013/I53238","Singapore Island Country Club","Long Floating Fin Jr 11-1 Blue/Orange","9.0","","","SR","6.1266874351","Unit(s)",""
"__export__.account_invoice_line_3676","Sales - JMD","79.4392523364","Floating Fins 3-5 Rd/Bk  ","","","INV/2013/I53238","Singapore Island Country Club","Long Floating Fin 3-5 Red/Black","3.0","","","SR","26.4797507788","Unit(s)",""
"__export__.account_invoice_line_3677","Sales - JMD","32.7102803738","Floating Fins 7-9 Rd/Gy ","","","INV/2013/I53238","Singapore Island Country Club","Long Floating Fin 7-9 Red/Gray","3.0","","","SR","10.9034267913","Unit(s)",""
"__export__.account_invoice_line_3678","Sales - JMD","186.91588785","Floating Fins 9-11 Bk/Rd ","","","INV/2013/I53238","Singapore Island Country Club","Long Floating Fin 9-11 Black/Red","4.0","","","SR","46.7289719626","Unit(s)",""
"__export__.account_invoice_line_3679","Sales - JMD","164.04","SwimSense","","","INV/2013/I53239","VISA","SwimSense","1.0","","","SR","164.04","Unit(s)",""
"__export__.account_invoice_line_3680","Sales - JMD","227.07","F Neptune MP3","","","INV/2013/I53239","VISA","Neptune MP3 Player","1.0","","","SR","227.07","Unit(s)",""
"__export__.account_invoice_line_3681","Sales - JMD","88.32","Wahoo BLUEHR","","","INV/2013/I53239","VISA","Wahoo BLUEHR","1.0","","","SR","88.32","Unit(s)",""
"__export__.account_invoice_line_3682","Sales - JMD","100.95","SP Biofuse Finger Paddle","","","INV/2013/I53239","VISA","SP Biofuse Finger Paddle","1.0","","","SR","100.95","Unit(s)",""
"__export__.account_invoice_line_3683","Sales - JMD","145.8","Z2 - B 2.5-4","","","INV/2013/I53240","CASH SALE","Z2 Gold B","1.0","","","SR","145.8","Unit(s)",""
"__export__.account_invoice_line_3684","Sales - JMD","232.710280374","Agility Paddle","","","INV/2013/I53240","CASH SALE","Agility Paddle Medium","1.0","","","SR","232.710280374","Unit(s)",""
"__export__.account_invoice_line_3685","Sales - JMD","279.44","Z2 C 4-5.5","","","INV/2013/I53241","NETS Sales","Z2 Gold C","1.0","","","SR","279.44","Unit(s)",""
"__export__.account_invoice_line_3686","Sales - JMD","120.560747664","Adult Swimmer's Snorkel Yellow","","","INV/2013/I53241","NETS Sales","Swimmers Snorkel","2.0","","","SR","60.2803738318","Unit(s)",""
"__export__.account_invoice_line_3687","Sales - JMD","22.3364485981","Freestyle Paddle (Adult)","","","INV/2013/I53241","NETS Sales","Freestyler Hand Paddles Senior","1.0","","","SR","22.3364485981","Unit(s)",""
"__export__.account_invoice_line_3688","Sales - JMD","69.0","Z2 F 8.5-10","","","INV/2013/I53241","NETS Sales","Z2 F 8.5-10","1.0","","","SR","69.0","Unit(s)",""
"__export__.account_invoice_line_3689","Sales - JMD","36.4485981308","Phosphor Worldtime Leather","","","INV/2013/I53247","Paypal","Phosphor Worldtime Leather","1.0","","","","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_3690","Sales - JMD","120.897196262","Viiiiva Heart Rate Strap","","","INV/2013/I53247","Paypal","Viiiiva Heart Rate Strap","1.0","","","","120.897196262","Unit(s)",""
"__export__.account_invoice_line_3691","Sales - JMD","120.897196262","Viiiiva Heart Rate Strap","","","INV/2013/I53247","Paypal","Viiiiva Heart Rate Strap","1.0","","","","120.897196262","Unit(s)",""
"__export__.account_invoice_line_3692","Sales - JMD","27.8130841121","Runalyzer Blue","","","INV/2013/I53247","Paypal","Runalyzer Blue","1.0","","","","27.8130841121","Unit(s)",""
"__export__.account_invoice_line_3693","Sales - JMD","138.22","Bar Fly","","","INV/2013/I53247","Paypal","Bar Fly","1.0","","","","138.22","Unit(s)",""
"__export__.account_invoice_line_3694","Sales - JMD","148.79","Stopwatch 3X-100M ","","","INV/2013/I53247","Paypal","Stopwatch 3X-100M","1.0","","","","148.79","Unit(s)",""
"__export__.account_invoice_line_3695","Sales - JMD","138.22","Bar Fly","","","INV/2013/I53247","Paypal","Bar Fly","4.0","","","","138.22","Unit(s)",""
"__export__.account_invoice_line_3696","Sales - JMD","138.22","Bar Fly","","","INV/2013/I53247","Paypal","Bar Fly","1.0","","","","138.22","Unit(s)",""
"__export__.account_invoice_line_3697","Sales - JMD","86.55","Freestyle Snorkel Blue (Adult)","","","INV/2013/I53247","Paypal","Mask/Snorkel Blue  A","1.0","","","","86.55","Unit(s)",""
"__export__.account_invoice_line_3698","Sales - JMD","138.22","Bar Fly","","","INV/2013/I53247","Paypal","Bar Fly","1.0","","","","138.22","Unit(s)",""
"__export__.account_invoice_line_3699","Sales - JMD","138.22","Bar Fly","","","INV/2013/I53247","Paypal","Bar Fly","1.0","","","","138.22","Unit(s)",""
"__export__.account_invoice_line_3700","Sales - JMD","138.22","Bar Fly","","","INV/2013/I53247","Paypal","Bar Fly","1.0","","","","138.22","Unit(s)",""
"__export__.account_invoice_line_3701","Sales - JMD","54.81","Agility Paddle","","","INV/2013/I53247","Paypal","Agility Paddle Medium","1.0","","","","54.81","Unit(s)",""
"__export__.account_invoice_line_3702","Sales - JMD","189.2","Bar Fly","","","INV/2013/I53248","Paypal","Bar Fly","2.0","","","","189.2","Unit(s)",""
"__export__.account_invoice_line_3703","Sales - JMD","189.2","Bar Fly","","","INV/2013/I53248","Paypal","Bar Fly","1.0","","","","189.2","Unit(s)",""
"__export__.account_invoice_line_3704","Sales - JMD","31.33","W Blue SC  Spd/Cad Sensor","","","INV/2013/I53248","Paypal","W Blue SC  Spd/Cad Sensor","1.0","","","","31.33","Unit(s)",""
"__export__.account_invoice_line_3705","Sales - JMD","54.82","AquaBeat MP3 4GB","","","INV/2013/I53248","Paypal","","1.0","","","","54.82","Unit(s)",""
"__export__.account_invoice_line_3706","Sales - JMD","33.69","Wahoo Soft Heart Rate Belt","","","INV/2013/I53248","Paypal","Wahoo Soft Heart Rate Belt","1.0","","","","33.69","Unit(s)",""
"__export__.account_invoice_line_3707","Sales - JMD","75.42","Viiiiva Heart Rate Strap","","","INV/2013/I53248","Paypal","Viiiiva Heart Rate Strap","1.0","","","","75.42","Unit(s)",""
"__export__.account_invoice_line_3708","Sales - JMD","189.2","Bar Fly","","","INV/2013/I53248","Paypal","Bar Fly","1.0","","","","189.2","Unit(s)",""
"__export__.account_invoice_line_3709","Sales - JMD","73.06","60Beat","","","INV/2013/I53248","Paypal","60Beat","1.0","","","","73.06","Unit(s)",""
"__export__.account_invoice_line_3710","Sales - JMD","189.2","Bar Fly","","","INV/2013/I53248","Paypal","Bar Fly","1.0","","","","189.2","Unit(s)",""
"__export__.account_invoice_line_3711","Sales - JMD","95.66","Dryland Cords Yellow Light","","","INV/2013/I53242","CASH SALE","Dryland Cords Yellow Light","1.0","","","SR","95.66","Unit(s)",""
"__export__.account_invoice_line_3712","Sales - JMD","102.68","Agility Paddle","","","INV/2013/I53242","CASH SALE","Agility Paddle Medium","1.0","","","SR","102.68","Unit(s)",""
"__export__.account_invoice_line_3713","Sales - JMD","55.29","Finis Silicone Swim Cap Solid","","","INV/2013/I53243","NETS Sales","Corporate Gifts #1","1.0","","","SR","55.29","Unit(s)",""
"__export__.account_invoice_line_3714","Sales - JMD","35.1","Backpack Performance Bag","","","INV/2013/I53243","NETS Sales","Backpack Performance Bag","1.0","","","SR","35.1","Unit(s)",""
"__export__.account_invoice_line_3715","Sales - JMD","37.53","Foam Kickboard - Sr","","","INV/2013/I53243","NETS Sales","Foam Kickboard Sr","1.0","","","SR","37.53","Unit(s)",""
"__export__.account_invoice_line_3716","Sales - JMD","44.1121495327","F Neptune MP3","","","INV/2013/I53243","NETS Sales","Neptune MP3 Player","1.0","","","SR","44.1121495327","Unit(s)",""
"__export__.account_invoice_line_3717","Sales - JMD","29.1588785047","Z2 H 11.5-13","","","INV/2013/I53244","VISA","","1.0","","","SR","29.1588785047","Unit(s)",""
"__export__.account_invoice_line_3718","Sales - JMD","16.8224299065","SC w/Leg Straps - Silver","","","INV/2013/I53245","VISA","SC w/Leg Strap - Silver","1.0","","","SR","16.8224299065","Unit(s)",""
"__export__.account_invoice_line_3719","Sales - JMD","89.0","Agility Paddle","","","INV/2013/I53245","VISA","Agility Paddle Medium","1.0","","","SR","89.0","Unit(s)",""
"__export__.account_invoice_line_3720","Sales - JMD","28.0","Adult Swimmer's Snorkel Yellow","","","INV/2013/I53245","VISA","Swimmers Snorkel","1.0","","","SR","28.0","Unit(s)",""
"__export__.account_invoice_line_3721","Sales - JMD","279.44","Z2 D 5.5-7","","","INV/2013/I53245","VISA","Z2 Gold D","2.0","","","SR","139.72","Unit(s)",""
"__export__.account_invoice_line_3722","Sales - JMD","69.0","Goggle Shockwave Smoke HD","","","INV/2013/I53245","VISA","Shockwave Smoke HD","1.0","","","SR","69.0","Unit(s)",""
"__export__.account_invoice_line_3723","Sales - JMD","105.0","W BT40 Scale","","","INV/2013/I53245","VISA","","1.0","","","SR","105.0","Unit(s)",""
"__export__.account_invoice_line_3724","Sales - JMD","36.4485981308","SP Goggle Vanq Mirror","","","INV/2013/I53246","CASH SALE","SP Goggle Vanq Mirror","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_3725","Sales - JMD","45.5046728972","Goggle Lightning Blue/Mirror","","","INV/2013/I53246","CASH SALE","Goggle Nova Blue/Mirror","1.0","","","SR","45.5046728972","Unit(s)",""
"__export__.account_invoice_line_3726","Sales - JMD","96.5981308411","SP Goggle Mariner Mirror","","","INV/2013/I53246","CASH SALE","SP Goggle Mariner Mirror","1.0","","","SR","96.5981308411","Unit(s)",""
"__export__.account_invoice_line_3727","Sales - JMD","20.9345794393","Floating Fins 5-7 Rd/Bl ","","","INV/2013/I53246","CASH SALE","Long Floating Fin 5-7 Red/Blue","1.0","","","SR","20.9345794393","Unit(s)",""
"__export__.account_invoice_line_3728","Sales - JMD","157.943925234","Bar Fly","","","INV/2013/I53263","Paypal","Bar Fly","1.0","","","","157.943925234","Unit(s)",""
"__export__.account_invoice_line_3729","Sales - JMD","30.7476635514","Wahoo BLUEHR","","","INV/2013/I53263","Paypal","Wahoo BLUEHR","1.0","","","","30.7476635514","Unit(s)",""
"__export__.account_invoice_line_3730","Sales - JMD","29.9065420561","PoolMateHR","","","INV/2013/I53263","Paypal","PoolMateHR","1.0","","","","29.9065420561","Unit(s)",""
"__export__.account_invoice_line_3731","Sales - JMD","23.2710280374","Pogo Connect","","","INV/2013/I53263","Paypal","Pogo Connect","1.0","","","","23.2710280374","Unit(s)",""
"__export__.account_invoice_line_3732","Sales - JMD","42.0560747664","Z2 F 8.5-10","","","INV/2013/I53251","CASH SALE","Z2 F 8.5-10","1.0","","","SR","42.0560747664","Unit(s)",""
"__export__.account_invoice_line_3733","Sales - JMD","55.14","SP Goggle Vanq Mirror","","","INV/2013/I53252","NETS Sales","SP Goggle Vanq Mirror","2.0","","","SR","27.57","Unit(s)",""
"__export__.account_invoice_line_3734","Sales - JMD","94.18","Hydro2 Bladeback 28","","","INV/2013/I53255","VISA","Female Hydrospeed 2 Bladeback 28","1.0","","","SR","94.18","Unit(s)",""
"__export__.account_invoice_line_3735","Sales - JMD","93.77","Bar Fly","","","INV/2013/I53264","Paypal","Bar Fly","1.0","","","","93.77","Unit(s)",""
"__export__.account_invoice_line_3736","Sales - JMD","61.4953271028","W Blue SC  Spd/Cad Sensor","","","INV/2013/I53264","Paypal","W Blue SC  Spd/Cad Sensor","1.0","","","","61.4953271028","Unit(s)",""
"__export__.account_invoice_line_3737","Sales - JMD","93.77","Bar Fly","","","INV/2013/I53264","Paypal","Bar Fly","1.0","","","","93.77","Unit(s)",""
"__export__.account_invoice_line_3738","Sales - JMD","61.4953271028","W Blue SC  Spd/Cad Sensor","","","INV/2013/I53264","Paypal","W Blue SC  Spd/Cad Sensor","1.0","","","","61.4953271028","Unit(s)",""
"__export__.account_invoice_line_3739","Sales - JMD","176.635514019","Wahoo BLUEHR","","","INV/2013/I53264","Paypal","Wahoo BLUEHR","1.0","","","","176.635514019","Unit(s)",""
"__export__.account_invoice_line_3740","Sales - JMD","37.29","Polar","","","INV/2013/I53264","Paypal","Polar","1.0","","","","37.29","Unit(s)",""
"__export__.account_invoice_line_3741","Sales - JMD","93.77","Bar Fly","","","INV/2013/I53264","Paypal","Bar Fly","1.0","","","","93.77","Unit(s)",""
"__export__.account_invoice_line_3742","Sales - JMD","54.95","Thermal Swim Shirt","","","INV/2013/I53264","Paypal","Thermal Swim Shirt","1.0","","","","54.95","Unit(s)",""
"__export__.account_invoice_line_3743","Sales - JMD","93.77","Bar Fly","","","INV/2013/I53264","Paypal","Bar Fly","1.0","","","","93.77","Unit(s)",""
"__export__.account_invoice_line_3744","Sales - JMD","93.77","Bar Fly","","","INV/2013/I53264","Paypal","Bar Fly","1.0","","","","93.77","Unit(s)",""
"__export__.account_invoice_line_3745","Sales - JMD","77.82","Bar Fly","","","INV/2013/I53265","Paypal","Bar Fly","1.0","","","","38.91","Unit(s)",""
"__export__.account_invoice_line_3746","Sales - JMD","77.82","Bar Fly","","","INV/2013/I53265","Paypal","Bar Fly","1.0","","","","38.91","Unit(s)",""
"__export__.account_invoice_line_3747","Sales - JMD","77.82","Bar Fly","","","INV/2013/I53265","Paypal","Bar Fly","1.0","","","","38.91","Unit(s)",""
"__export__.account_invoice_line_3748","Sales - JMD","35.17","W Blue SC  Spd/Cad Sensor","","","INV/2013/I53265","Paypal","W Blue SC  Spd/Cad Sensor","1.0","","","","35.17","Unit(s)",""
"__export__.account_invoice_line_3749","Sales - JMD","77.82","Bar Fly","","","INV/2013/I53265","Paypal","Bar Fly","1.0","","","","38.91","Unit(s)",""
"__export__.account_invoice_line_3750","Sales - JMD","26.88","Wahoo BLUEHR","","","INV/2013/I53265","Paypal","Wahoo BLUEHR","1.0","","","","26.88","Unit(s)",""
"__export__.account_invoice_line_3751","Sales - JMD","37.52","60Beat","","","INV/2013/I53265","Paypal","60Beat","1.0","","","","37.52","Unit(s)",""
"__export__.account_invoice_line_3752","Sales - JMD","37.52","60Beat","","","INV/2013/I53265","Paypal","60Beat","1.0","","","","37.52","Unit(s)",""
"__export__.account_invoice_line_3753","Sales - JMD","77.82","Bar Fly","","","INV/2013/I53265","Paypal","Bar Fly","2.0","","","","38.91","Unit(s)",""
"__export__.account_invoice_line_3754","Sales - JMD","37.52","Runalyzer Blue","","","INV/2013/I53265","Paypal","Runalyzer Blue","1.0","","","","37.52","Unit(s)",""
"__export__.account_invoice_line_3755","Sales - JMD","35.17","W Blue SC  Spd/Cad Sensor","","","INV/2013/I53265","Paypal","W Blue SC  Spd/Cad Sensor","1.0","","","","35.17","Unit(s)",""
"__export__.account_invoice_line_3756","Sales - JMD","35.17","W Blue SC  Spd/Cad Sensor","","","INV/2013/I53265","Paypal","W Blue SC  Spd/Cad Sensor","1.0","","","","35.17","Unit(s)",""
"__export__.account_invoice_line_3757","Sales - JMD","26.88","Wahoo BLUEHR","","","INV/2013/I53265","Paypal","Wahoo BLUEHR","1.0","","","","26.88","Unit(s)",""
"__export__.account_invoice_line_3758","Sales - JMD","60.04","SP Goggle Elite Mirror","","","INV/2013/I53257","VISA","SP Goggle Elite Mirror","1.0","","","SR","60.04","Unit(s)",""
"__export__.account_invoice_line_3759","Sales - JMD","87.32","Big Towel 70x140cm","","","INV/2013/I53257","VISA","Big Towel 70x140cm","2.0","","","SR","43.66","Unit(s)",""
"__export__.account_invoice_line_3760","Sales - JMD","77.81","PoolMateHR","","","INV/2013/I53257","VISA","PoolMateHR","1.0","","","SR","77.81","Unit(s)",""
"__export__.account_invoice_line_3761","Sales - JMD","77.8","PDF S","","","INV/2013/I53253","Sports Elements Pte Ltd","Positive Drive Fin S","1.0","","","SR","77.8","Unit(s)",""
"__export__.account_invoice_line_3762","Sales - JMD","88.5","PDF M","","","INV/2013/I53253","Sports Elements Pte Ltd","Positive Drive Fin M","1.0","","","SR","88.5","Unit(s)",""
"__export__.account_invoice_line_3763","Sales - JMD","111.214953271","PDF  L","","","INV/2013/I53253","Sports Elements Pte Ltd","Positive Drive Fin L","1.0","","","SR","111.214953271","Unit(s)",""
"__export__.account_invoice_line_3764","Sales - JMD","54.2056074766","PDF  XL","","","INV/2013/I53253","Sports Elements Pte Ltd","Positive Drive Fin XL","1.0","","","SR","54.2056074766","Unit(s)",""
"__export__.account_invoice_line_3765","Sales - JMD","354.205607477","PDF XXL","","","INV/2013/I53253","Sports Elements Pte Ltd","PDF XXL","1.0","","","SR","354.205607477","Unit(s)",""
"__export__.account_invoice_line_3766","Sales - JMD","25.7009345794","Wave Monofin - Blue","","","INV/2013/I53253","Sports Elements Pte Ltd","Monofin Wave","2.0","","","SR","12.8504672897","Unit(s)",""
"__export__.account_invoice_line_3767","Sales - JMD","27.5700934579","Rapid Monofin","","","INV/2013/I53253","Sports Elements Pte Ltd","Rapid Monofin","2.0","","","SR","13.785046729","Unit(s)",""
"__export__.account_invoice_line_3768","Sales - JMD","27.5700934579","Freestyle Paddle (Adult)","","","INV/2013/I53253","Sports Elements Pte Ltd","Freestyler Hand Paddles Senior","2.0","","","SR","13.785046729","Unit(s)",""
"__export__.account_invoice_line_3769","Sales - JMD","30.3738317757","Freestyle Paddle (Junior)","","","INV/2013/I53253","Sports Elements Pte Ltd","Freestyler Hand Paddles Junior","2.0","","","SR","15.1869158879","Unit(s)",""
"__export__.account_invoice_line_3770","Sales - JMD","30.3738317757","Sculling Finger Junior - Red","","","INV/2013/I53253","Sports Elements Pte Ltd","Sculling Finger Red","2.0","","","SR","15.1869158879","Unit(s)",""
"__export__.account_invoice_line_3771","Sales - JMD","101.869158879","Sculling Finger Adult - Yellow","","","INV/2013/I53253","Sports Elements Pte Ltd","Sculling Finger Yellow","2.0","","","SR","50.9345794393","Unit(s)",""
"__export__.account_invoice_line_3772","Sales - JMD","185.981308411","Fulcrum Paddles Red - S ","","","INV/2013/I53253","Sports Elements Pte Ltd","Fulcrum Paddle S Red","2.0","","","SR","92.9906542056","Unit(s)",""
"__export__.account_invoice_line_3773","Sales - JMD","29.9065420561","Fulcrum Paddles Yellow - M ","","","INV/2013/I53253","Sports Elements Pte Ltd","Fulcrum Paddle Yel M","2.0","","","SR","14.953271028","Unit(s)",""
"__export__.account_invoice_line_3774","Sales - JMD","29.9065420561","Fulcrum Paddles White - L ","","","INV/2013/I53253","Sports Elements Pte Ltd","Fulcrum Paddle L White","2.0","","","SR","14.953271028","Unit(s)",""
"__export__.account_invoice_line_3775","Sales - JMD","16.8224299065","Agility Paddle","","","INV/2013/I53253","Sports Elements Pte Ltd","Agility Paddle Medium","3.0","","","SR","5.60747663551","Unit(s)",""
"__export__.account_invoice_line_3776","Sales - JMD","16.8224299065","Agility Paddle","","","INV/2013/I53253","Sports Elements Pte Ltd","Agility Paddle Medium","3.0","","","SR","5.60747663551","Unit(s)",""
"__export__.account_invoice_line_3777","Sales - JMD","29.9065420561","Goggle Fruit Basket Green","","","INV/2013/I53253","Sports Elements Pte Ltd","Goggle Fruit Basket Green","3.0","","","SR","9.96884735202","Unit(s)",""
"__export__.account_invoice_line_3778","Sales - JMD","29.9065420561","Goggle Fruit Basket Pink","","","INV/2013/I53253","Sports Elements Pte Ltd","Goggle Fruit Basket Pink","3.0","","","SR","9.96884735202","Unit(s)",""
"__export__.account_invoice_line_3779","Sales - JMD","29.9065420561","Goggle Fruit Basket Purple","","","INV/2013/I53253","Sports Elements Pte Ltd","Goggle Fruit Basket Purple","3.0","","","SR","9.96884735202","Unit(s)",""
"__export__.account_invoice_line_3780","Sales - JMD","54.6728971963","Goggles H2 Jr Blue/Clear","","","INV/2013/I53253","Sports Elements Pte Ltd","Goggle H2 Jr Blu/Clr-Fishlike","4.0","","","SR","13.6682242991","Unit(s)",""
