"External ID","Account/Name","Amount","Description","Discount (%)","Invoice Reference/Invoice Reference","Invoice Reference/Invoice Number","Partner/Name","Product/Name","Quantity","Sequence","Source Document","Taxes/Tax Code","Unit Price","Unit of Measure/Unit of Measure","Invoice Reference/Old Name"
"__export__.account_invoice_line_7992","Sales - JMD","214.018691589","F Neptune MP3","","","INV/2014/I54260","VISA","Neptune MP3 Player","1.0","","","SR","214.018691589","Unit(s)",""
"__export__.account_invoice_line_7993","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54260","VISA","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_7994","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54260","VISA","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_7995","Sales - JMD","23.3644859813","F G Lightning Black/Smoke","","","INV/2014/I54260","VISA","Lightning Black/Smoke","1.0","","","SR","23.3644859813","Unit(s)",""
"__export__.account_invoice_line_7996","Sales - JMD","23.3644859813","Goggle Lightning Blue/Mirror","","","INV/2014/I54260","VISA","Goggle Nova Blue/Mirror","1.0","","","SR","23.3644859813","Unit(s)",""
"__export__.account_invoice_line_7997","Sales - JMD","92.523364486","Wahoo BLUEHR","","","INV/2014/I54260","VISA","Wahoo BLUEHR","1.0","","","SR","92.523364486","Unit(s)",""
"__export__.account_invoice_line_7998","Sales - JMD","270.093457944","Withings Body Scale WS-50","","","INV/2014/I54260","VISA","Withings Body Scale WS-50","1.0","","","SR","270.093457944","Unit(s)",""
"__export__.account_invoice_line_7999","Sales - JMD","74.8598130841","Team Backpack - Black ","","","INV/2014/I54261","NETS Sales","Team Backpack Bag","1.0","","","SR","74.8598130841","Unit(s)",""
"__export__.account_invoice_line_8000","Sales - JMD","31.0373831776","SP Goggle Rift","","","INV/2014/I54261","NETS Sales","SP Goggle Rift","1.0","","","SR","31.0373831776","Unit(s)",""
"__export__.account_invoice_line_8001","Sales - JMD","438.08411215","Lifetrak C410","","","INV/2014/I54254","Perfect Watch And Electronics","LifeTrak C410","5.0","","","SR","87.6168224299","Unit(s)",""
"__export__.account_invoice_line_8002","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54269","NETS Sales","Agility Paddle Medium","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8003","Sales - JMD","214.018691589","F Neptune MP3","","","INV/2014/I54269","NETS Sales","Neptune MP3 Player","1.0","","","SR","214.018691589","Unit(s)",""
"__export__.account_invoice_line_8004","Sales - JMD","74.0186915888","Lifetrak C300","","","INV/2014/I54269","NETS Sales","LifeTrak C300","1.0","","","SR","74.0186915888","Unit(s)",""
"__export__.account_invoice_line_8005","Sales - JMD","120.560747664","iHealth Activity Watch","","","INV/2014/I54270","VISA","iHealth Activity Watch","1.0","","","SR","120.560747664","Unit(s)",""
"__export__.account_invoice_line_8006","Sales - JMD","210.280373832","iHealth Body Scale","","","INV/2014/I54270","VISA","iHealth Body Scale","1.0","","","SR","210.280373832","Unit(s)",""
"__export__.account_invoice_line_8007","Sales - JMD","39.2523364486","Carrera Tri Top Navy-L ","","","INV/2014/I54270","VISA","Carrera T Top Ny-L","1.0","","","SR","39.2523364486","Unit(s)",""
"__export__.account_invoice_line_8008","Sales - JMD","22.4299065421","Skin Cooler Tri Singlet Black-L","","","INV/2014/I54270","VISA","Skin Cool T Sing Bk-L","1.0","","","SR","22.4299065421","Unit(s)",""
"__export__.account_invoice_line_8009","Sales - JMD","251.401869159","TomTom Runner GPS Watch","","","INV/2014/I54268","Shopabout Pte Ltd","TomTom Runner GPS Watch - Grey","1.0","","","SR","251.401869159","Unit(s)",""
"__export__.account_invoice_line_8010","Sales - JMD","251.401869159","TomTom Runner GPS Watch","","","INV/2014/I54268","Shopabout Pte Ltd","TomTom Runner GPS Watch - Grey","1.0","","","SR","251.401869159","Unit(s)",""
"__export__.account_invoice_line_8011","Sales - JMD","29.9065420561","Freestyle Paddle (Junior)","","","INV/2014/I54271","CASH SALE","Freestyler Hand Paddles Junior","1.0","","","SR","29.9065420561","Unit(s)",""
"__export__.account_invoice_line_8012","Sales - JMD","","Lifetrak C410","","","INV/2014/I54271","CASH SALE","LifeTrak C410","1.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_8013","Sales - JMD","","Lifetrak C410","","","INV/2014/I54271","CASH SALE","LifeTrak C410","1.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_8014","Sales - JMD","","Lifetrak C410","","","INV/2014/I54271","CASH SALE","LifeTrak C410","1.0","","","SR","","Unit(s)",""
"__export__.account_invoice_line_8015","Sales - JMD","120.560747664","Foil Monofin S","","","INV/2014/I54272","VISA","Foil Monofin SM","1.0","","","SR","120.560747664","Unit(s)",""
"__export__.account_invoice_line_8016","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54272","VISA","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8017","Sales - JMD","270.093457944","Withings Body Scale WS-50","","","INV/2014/I54273","NETS Sales","Withings Body Scale WS-50","1.0","","","SR","270.093457944","Unit(s)",""
"__export__.account_invoice_line_8018","Sales - JMD","27.5700934579","PDF M","","","INV/2014/I54274","Sports Elements Pte Ltd","Positive Drive Fin M","1.0","","","SR","27.5700934579","Unit(s)",""
"__export__.account_invoice_line_8019","Sales - JMD","27.5700934579","PDF  L","","","INV/2014/I54274","Sports Elements Pte Ltd","Positive Drive Fin L","1.0","","","SR","27.5700934579","Unit(s)",""
"__export__.account_invoice_line_8020","Sales - JMD","185.981308411","Rapid Monofin","","","INV/2014/I54274","Sports Elements Pte Ltd","Rapid Monofin","2.0","","","SR","92.9906542056","Unit(s)",""
"__export__.account_invoice_line_8021","Sales - JMD","65.0","Adult Swimmer's Snorkel Yellow","","","INV/2014/I54274","Sports Elements Pte Ltd","Swimmers Snorkel","2.0","","","SR","32.5","Unit(s)",""
"__export__.account_invoice_line_8022","Sales - JMD","65.0","Adult Swimmer's Snorkel Pink","","","INV/2014/I54274","Sports Elements Pte Ltd","Swimmer's Snorkel Pink","2.0","","","SR","32.5","Unit(s)",""
"__export__.account_invoice_line_8023","Sales - JMD","14.953271028","Freestyle Paddle (Adult)","","","INV/2014/I54274","Sports Elements Pte Ltd","Freestyler Hand Paddles Senior","1.0","","","SR","14.953271028","Unit(s)",""
"__export__.account_invoice_line_8024","Sales - JMD","16.8224299065","Sculling Finger Junior - Red","","","INV/2014/I54274","Sports Elements Pte Ltd","Sculling Finger Red","2.0","","","SR","8.41121495327","Unit(s)",""
"__export__.account_invoice_line_8025","Sales - JMD","16.8224299065","Sculling Finger Adult - Yellow","","","INV/2014/I54274","Sports Elements Pte Ltd","Sculling Finger Yellow","2.0","","","SR","8.41121495327","Unit(s)",""
"__export__.account_invoice_line_8026","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54274","Sports Elements Pte Ltd","Agility Paddle Medium","2.0","","","SR","18.2242990654","Unit(s)",""
"__export__.account_invoice_line_8027","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54274","Sports Elements Pte Ltd","Agility Paddle Medium","2.0","","","SR","18.2242990654","Unit(s)",""
"__export__.account_invoice_line_8028","Sales - JMD","35.046728972","Alignment Kickboard","","","INV/2014/I54274","Sports Elements Pte Ltd","Alignment Kickboard Yellow","2.0","","","SR","17.523364486","Unit(s)",""
"__export__.account_invoice_line_8029","Sales - JMD","20.5607476636","Foam Kickboard - Jr ","","","INV/2014/I54274","Sports Elements Pte Ltd","Foam Kickboard Jr","2.0","","","SR","10.2803738318","Unit(s)",""
"__export__.account_invoice_line_8030","Sales - JMD","26.1682242991","Foam Kickboard - Sr","","","INV/2014/I54274","Sports Elements Pte Ltd","Foam Kickboard Sr","2.0","","","SR","13.0841121495","Unit(s)",""
"__export__.account_invoice_line_8031","Sales - JMD","180.420560748","Agility Paddle","","","INV/2014/I54275","MotionSports","Agility Paddle Medium","9.0","","","SR","20.046728972","Unit(s)",""
"__export__.account_invoice_line_8032","Sales - JMD","35.75","Freestyle Snorkel Blue (Adult)","","","INV/2014/I54275","MotionSports","Mask/Snorkel Blue  A","1.0","","","SR","35.75","Unit(s)",""
"__export__.account_invoice_line_8033","Sales - JMD","245.327102804","Lifetrak C410","","","INV/2014/I54275","MotionSports","LifeTrak C410","3.0","","","SR","81.7757009346","Unit(s)",""
"__export__.account_invoice_line_8034","Sales - JMD","129.53271028","Lifetrak C300","","","INV/2014/I54275","MotionSports","LifeTrak C300","2.0","","","SR","64.7663551402","Unit(s)",""
"__export__.account_invoice_line_8035","Sales - JMD","262.86","Lifetrak C410","","","INV/2014/I54276","Epicentre Pte Ltd","LifeTrak C410","3.0","","","SR","87.62","Unit(s)",""
"__export__.account_invoice_line_8036","Sales - JMD","116.635514019","Agility Paddle","","","INV/2014/I54278","VISA","Agility Paddle Medium","1.0","","","SR","29.1588785047","Unit(s)",""
"__export__.account_invoice_line_8037","Sales - JMD","70.0934579439","Z2 E 7-8.5","","","INV/2014/I54278","VISA","Z2 Gold F","1.0","","","SR","70.0934579439","Unit(s)",""
"__export__.account_invoice_line_8038","Sales - JMD","19.6261682243","Foam Pull Buoy - Sr","","","INV/2014/I54278","VISA","Foam Pull Buoy Sr","1.0","","","SR","19.6261682243","Unit(s)",""
"__export__.account_invoice_line_8039","Sales - JMD","71.0280373832","Tech Toc","","","INV/2014/I54278","VISA","Tech Toc","1.0","","","SR","71.0280373832","Unit(s)",""
"__export__.account_invoice_line_8040","Sales - JMD","116.635514019","Agility Paddle","","","INV/2014/I54278","VISA","Agility Paddle Medium","4.0","","","SR","29.1588785047","Unit(s)",""
"__export__.account_invoice_line_8041","Sales - JMD","17.7570093458","Skin Socks Black S","","","INV/2014/I54279","NETS Sales","Skin Sock Black S","1.0","","","SR","17.7570093458","Unit(s)",""
"__export__.account_invoice_line_8042","Sales - JMD","42.0560747664","Floating Fins 5-7 Rd/Bl ","","","INV/2014/I54279","NETS Sales","Long Floating Fin 5-7 Red/Blue","1.0","","","SR","42.0560747664","Unit(s)",""
"__export__.account_invoice_line_8043","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54279","NETS Sales","Agility Paddle Medium","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8044","Sales - JMD","17.7570093458","Foam Pull Buoy - Jr","","","INV/2014/I54279","NETS Sales","Foam Pull Buoy Jr","1.0","","","SR","17.7570093458","Unit(s)",""
"__export__.account_invoice_line_8045","Sales - JMD","19.6261682243","Foam Pull Buoy - Sr","","","INV/2014/I54279","NETS Sales","Foam Pull Buoy Sr","1.0","","","SR","19.6261682243","Unit(s)",""
"__export__.account_invoice_line_8046","Sales - JMD","39.2523364486","Floating Fins 3-5 Rd/Bk  ","","","INV/2014/I54279","NETS Sales","Long Floating Fin 3-5 Red/Black","1.0","","","SR","39.2523364486","Unit(s)",""
"__export__.account_invoice_line_8047","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54279","NETS Sales","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8048","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54279","NETS Sales","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8049","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54279","NETS Sales","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8050","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54280","CASH SALE","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8051","Sales - JMD","288.45","Withings Body Scale WS-50","","","INV/2014/I54322","Paypal","Withings Body Scale WS-50","1.0","","","","288.45","Unit(s)",""
"__export__.account_invoice_line_8052","Sales - JMD","119.96","Polar H7 HR Sensor","","","INV/2014/I54322","Paypal","Polar H7 HR Sensor","1.0","","","","119.96","Unit(s)",""
"__export__.account_invoice_line_8053","Sales - JMD","520.77","Garmin","","","INV/2014/I54322","Paypal","Garmin","2.0","","","","520.77","Unit(s)",""
"__export__.account_invoice_line_8054","Sales - JMD","56.79","Fitbit Flex Wristband","","","INV/2014/I54322","Paypal","Fitbit Flex Wireless Activity + Sleep Wristband Black","1.0","","","","56.79","Unit(s)",""
"__export__.account_invoice_line_8055","Sales - JMD","125.33","Lifetrak C410","","","INV/2014/I54322","Paypal","LifeTrak C410","1.0","","","","125.33","Unit(s)",""
"__export__.account_invoice_line_8056","Sales - JMD","125.33","Lifetrak C410","","","INV/2014/I54322","Paypal","LifeTrak C410","1.0","","","","125.33","Unit(s)",""
"__export__.account_invoice_line_8057","Sales - JMD","169.0","Fitbit Aria","","","INV/2014/I54322","Paypal","Fitbit Aria Wi-Fi Smart Scale Black","1.0","","","","169.0","Unit(s)",""
"__export__.account_invoice_line_8058","Sales - JMD","133.48","Fitbit Flex","","","INV/2014/I54322","Paypal","Fitbit Flex Accessory Band 3-pack (Large)","1.0","","","","133.48","Unit(s)",""
"__export__.account_invoice_line_8059","Sales - JMD","125.33","Lifetrak C410","","","INV/2014/I54322","Paypal","LifeTrak C410","1.0","","","","125.33","Unit(s)",""
"__export__.account_invoice_line_8060","Sales - JMD","125.33","Lifetrak C410","","","INV/2014/I54322","Paypal","LifeTrak C410","1.0","","","","125.33","Unit(s)",""
"__export__.account_invoice_line_8061","Sales - JMD","98.39","Lifetrak C300","","","INV/2014/I54322","Paypal","LifeTrak C300","1.0","","","","98.39","Unit(s)",""
"__export__.account_invoice_line_8062","Sales - JMD","288.45","Withings Body Scale WS-50","","","INV/2014/I54322","Paypal","Withings Body Scale WS-50","1.0","","","","288.45","Unit(s)",""
"__export__.account_invoice_line_8063","Sales - JMD","520.77","Garmin","","","INV/2014/I54322","Paypal","Garmin","1.0","","","","520.77","Unit(s)",""
"__export__.account_invoice_line_8064","Sales - JMD","230.37","F Neptune MP3","","","INV/2014/I54322","Paypal","Neptune MP3 Player","1.0","","","","230.37","Unit(s)",""
"__export__.account_invoice_line_8065","Sales - JMD","125.33","Lifetrak C410","","","INV/2014/I54322","Paypal","LifeTrak C410","1.0","","","","125.33","Unit(s)",""
"__export__.account_invoice_line_8066","Sales - JMD","15.18","iRun Advantage","","","INV/2014/I54323","Paypal US$","iRun Advantage","1.0","","","","15.18","Unit(s)",""
"__export__.account_invoice_line_8067","Sales - JMD","346.962616822","Lifetrak C300","","","INV/2014/I54281","Digi Vue","LifeTrak C300","5.0","","","SR","69.3925233645","Unit(s)",""
"__export__.account_invoice_line_8068","Sales - JMD","438.08411215","Lifetrak C410","","","INV/2014/I54281","Digi Vue","LifeTrak C410","5.0","","","SR","87.6168224299","Unit(s)",""
"__export__.account_invoice_line_8069","Sales - JMD","350.48","Lifetrak C410","","","INV/2014/I54282","Song Brothers","LifeTrak C410","4.0","","","SR","87.62","Unit(s)",""
"__export__.account_invoice_line_8070","Sales - JMD","175.24","Lifetrak C410","","","INV/2014/I54283","Song Brothers","LifeTrak C410","2.0","","","SR","87.62","Unit(s)",""
"__export__.account_invoice_line_8071","Sales - JMD","234.2","Wahoo RFLKT (Item No: 20012513)","","","INV/2014/I54284","Epicentre Pte Ltd","Wahoo RFLKT","2.0","","","SR","117.1","Unit(s)",""
"__export__.account_invoice_line_8072","Sales - JMD","286.54","Wahoo RFLKT PLUS (Item No: 20012514)","","","INV/2014/I54284","Epicentre Pte Ltd","Wahoo RFLKT PLUS","2.0","","","SR","143.27","Unit(s)",""
"__export__.account_invoice_line_8073","Sales - JMD","286.54","Wahoo RFLKT PLUS (Item No: 20012514)","","","INV/2014/I54285","Epicentre Pte Ltd","Wahoo RFLKT PLUS","2.0","","","SR","143.27","Unit(s)",""
"__export__.account_invoice_line_8074","Sales - JMD","234.2","Wahoo RFLKT (Item No: 20012513)","","","INV/2014/I54285","Epicentre Pte Ltd","Wahoo RFLKT","2.0","","","SR","117.1","Unit(s)",""
"__export__.account_invoice_line_8075","Sales - JMD","286.54","Wahoo RFLKT PLUS (Item No: 20012514)","","","INV/2014/I54286","Epicentre Pte Ltd","Wahoo RFLKT PLUS","2.0","","","SR","143.27","Unit(s)",""
"__export__.account_invoice_line_8076","Sales - JMD","234.2","Wahoo RFLKT (Item No: 20012513)","","","INV/2014/I54286","Epicentre Pte Ltd","Wahoo RFLKT","2.0","","","SR","117.1","Unit(s)",""
"__export__.account_invoice_line_8077","Sales - JMD","18.2242990654","Mesh Gear Bag - Black","","","INV/2014/I54288","CASH SALE","Mesh Gear Bag Black","1.0","","","SR","18.2242990654","Unit(s)",""
"__export__.account_invoice_line_8078","Sales - JMD","5.60747663551","Cap Latex Yellow","","","INV/2014/I54288","CASH SALE","Corporate Gifts #1","1.0","","","SR","5.60747663551","Unit(s)",""
"__export__.account_invoice_line_8079","Sales - JMD","92.523364486","Lifetrak C300","","","INV/2014/I54288","CASH SALE","LifeTrak C300","1.0","","","SR","92.523364486","Unit(s)",""
"__export__.account_invoice_line_8080","Sales - JMD","101.869158879","Wave Monofin - Blue","","","INV/2014/I54289","VISA","Monofin Wave","1.0","","","SR","101.869158879","Unit(s)",""
"__export__.account_invoice_line_8081","Sales - JMD","83.1775700935","Monofin Mermaid","","","INV/2014/I54289","VISA","Mermaid Fin Purple","1.0","","","SR","83.1775700935","Unit(s)",""
"__export__.account_invoice_line_8082","Sales - JMD","70.0934579439","Z2 E 7-8.5","","","INV/2014/I54289","VISA","Z2 Gold F","1.0","","","SR","70.0934579439","Unit(s)",""
"__export__.account_invoice_line_8083","Sales - JMD","70.0934579439","Z2 E 7-8.5","","","INV/2014/I54290","NETS Sales","Z2 Gold F","1.0","","","SR","70.0934579439","Unit(s)",""
"__export__.account_invoice_line_8084","Sales - JMD","125.53","Withings Pulse","","","INV/2014/I54324","Paypal US$","Withings Pulse","1.0","","","","125.53","Unit(s)",""
"__export__.account_invoice_line_8085","Sales - JMD","128.53","Viiiiva Heart Rate Strap","","","INV/2014/I54325","Paypal","Viiiiva Heart Rate Strap","1.0","","","","128.53","Unit(s)",""
"__export__.account_invoice_line_8086","Sales - JMD","225.64","F Neptune MP3","","","INV/2014/I54325","Paypal","Neptune MP3 Player","1.0","","","","225.64","Unit(s)",""
"__export__.account_invoice_line_8087","Sales - JMD","133.57","Fitbit Flex","","","INV/2014/I54325","Paypal","Fitbit Flex Accessory Band 3-pack (Large)","1.0","","","","133.57","Unit(s)",""
"__export__.account_invoice_line_8088","Sales - JMD","36.4485981308","Fitbit Flex Wristband","","","INV/2014/I54292","NETS Sales","Fitbit Flex Wireless Activity + Sleep Wristband Black","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8089","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54293","VISA","LifeTrak C410","2.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8090","Sales - JMD","36.4485981308","Fitbit Flex Wristband","","","INV/2014/I54293","VISA","Fitbit Flex Wireless Activity + Sleep Wristband Black","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8091","Sales - JMD","214.018691589","F Neptune MP3","","","INV/2014/I54293","VISA","Neptune MP3 Player","1.0","","","SR","214.018691589","Unit(s)",""
"__export__.account_invoice_line_8092","Sales - JMD","116.822429907","Lifetrak C410","","","INV/2014/I54293","VISA","LifeTrak C410","1.0","","","SR","116.822429907","Unit(s)",""
"__export__.account_invoice_line_8093","Sales - JMD","108.504672897","Stopwatch 3x300M","","","INV/2014/I54295","CASH SALE","Stopwatch 3x300M","1.0","","","SR","108.504672897","Unit(s)",""
"__export__.account_invoice_line_8094","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54295","CASH SALE","Agility Paddle Medium","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8095","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54295","CASH SALE","Agility Paddle Medium","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8096","Sales - JMD","36.4485981308","Fitbit Flex Wristband","","","INV/2014/I54295","CASH SALE","Fitbit Flex Wireless Activity + Sleep Wristband Black","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8097","Sales - JMD","20.5607476636","Lifetrak Bands","","","INV/2014/I54296","NETS Sales","LifeTrak ComfortFit Band - BLACK/TANGERINE","1.0","","","SR","20.5607476636","Unit(s)",""
"__export__.account_invoice_line_8098","Sales - JMD","83.1775700935","Tempo Trainer Pro","","","INV/2014/I54296","NETS Sales","Tempo Trainer Pro","1.0","","","SR","83.1775700935","Unit(s)",""
"__export__.account_invoice_line_8099","Sales - JMD","72.8971962617","Agility Paddle","","","INV/2014/I54297","VISA","Agility Paddle Medium","2.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8100","Sales - JMD","64.4859813084","Tempo Trainer","","","INV/2014/I54297","VISA","Tempo Trainer","1.0","","","SR","64.4859813084","Unit(s)",""
"__export__.account_invoice_line_8101","Sales - JMD","518.16","Lifetrak C300","","","INV/2014/I54298","Courts Singapore Pte Ltd","LifeTrak C300","8.0","","","SR","64.77","Unit(s)",""
"__export__.account_invoice_line_8102","Sales - JMD","981.36","Lifetrak C410","","","INV/2014/I54298","Courts Singapore Pte Ltd","LifeTrak C410","12.0","","","SR","81.78","Unit(s)",""
"__export__.account_invoice_line_8103","Sales - JMD","46.7289719626","Dry Top Attachment ","","","INV/2014/I54300","VISA","Snorkel Dry Top","1.0","","","SR","23.3644859813","Unit(s)",""
"__export__.account_invoice_line_8104","Sales - JMD","58.0373831776","Adult Swimmer's Snorkel Pink","","","INV/2014/I54300","VISA","Swimmer's Snorkel Pink","1.0","","","SR","58.0373831776","Unit(s)",""
"__export__.account_invoice_line_8105","Sales - JMD","7.57009345794","Cardio Cap","","","INV/2014/I54300","VISA","Snorkel Cardio Cap","1.0","","","SR","7.57009345794","Unit(s)",""
"__export__.account_invoice_line_8106","Sales - JMD","63.0841121495","Z2 F 8.5-10","","","INV/2014/I54300","VISA","Z2 F 8.5-10","1.0","","","SR","63.0841121495","Unit(s)",""
"__export__.account_invoice_line_8107","Sales - JMD","64.4859813084","Adult Swimmer's Snorkel Yellow","","","INV/2014/I54300","VISA","Swimmers Snorkel","1.0","","","SR","64.4859813084","Unit(s)",""
"__export__.account_invoice_line_8108","Sales - JMD","7.94392523364","Ear Plug - Clear  ","","","INV/2014/I54300","VISA","Ear Plug","1.0","","","SR","7.94392523364","Unit(s)",""
"__export__.account_invoice_line_8109","Sales - JMD","64.4859813084","Adult Swimmer's Snorkel Yellow","","","INV/2014/I54300","VISA","Swimmers Snorkel","1.0","","","SR","64.4859813084","Unit(s)",""
"__export__.account_invoice_line_8110","Sales - JMD","46.7289719626","Dry Top Attachment ","","","INV/2014/I54300","VISA","Snorkel Dry Top","2.0","","","SR","23.3644859813","Unit(s)",""
"__export__.account_invoice_line_8111","Sales - JMD","64.4859813084","Freestyle Snorkel Blue (Adult)","","","INV/2014/I54300","VISA","Mask/Snorkel Blue  A","1.0","","","SR","64.4859813084","Unit(s)",""
"__export__.account_invoice_line_8112","Sales - JMD","62.1028037383","Zoomers Gold E","","","INV/2014/I54301","CASH SALE","Zoomer Gold E","1.0","","","SR","62.1028037383","Unit(s)",""
"__export__.account_invoice_line_8113","Sales - JMD","20.046728972","SP Biofuse Finger Paddle","","","INV/2014/I54301","CASH SALE","SP Biofuse Finger Paddle","1.0","","","SR","20.046728972","Unit(s)",""
"__export__.account_invoice_line_8114","Sales - JMD","120.560747664","Fitbit Flex","","","INV/2014/I54302","NETS Sales","Fitbit Flex Accessory Band 3-pack (Large)","1.0","","","SR","120.560747664","Unit(s)",""
"__export__.account_invoice_line_8115","Sales - JMD","36.4485981308","Agility Paddle","","","INV/2014/I54302","NETS Sales","Agility Paddle Medium","1.0","","","SR","36.4485981308","Unit(s)",""
"__export__.account_invoice_line_8116","Sales - JMD","38.41","Forza Tri Jersey w/Skin Cooler Tur-S","","","INV/2014/I54326","Paypal US$","Forza T Jsy S/C Tur-S","1.0","","","","38.41","Unit(s)",""
"__export__.account_invoice_line_8117","Sales - JMD","83.9","Viiiiva Heart Rate Strap","","","INV/2014/I54326","Paypal US$","Viiiiva Heart Rate Strap","1.0","","","","83.9","Unit(s)",""
"__export__.account_invoice_line_8118","Sales - JMD","54.86","Runalyzer Blue","","","INV/2014/I54326","Paypal US$","Runalyzer Blue","1.0","","","","54.86","Unit(s)",""
"__export__.account_invoice_line_8119","Sales - JMD","93.58","Magellan Echo Orange","","","INV/2014/I54326","Paypal US$","Magellan Echo Orange","1.0","","","","93.58","Unit(s)",""
"__export__.account_invoice_line_8120","Sales - JMD","42.08","Fitbit Flex Wristband","","","INV/2014/I54327","Paypal","Fitbit Flex Wireless Activity + Sleep Wristband Black","1.0","","","","42.08","Unit(s)",""
"__export__.account_invoice_line_8121","Sales - JMD","42.08","Fitbit Flex Wristband","","","INV/2014/I54327","Paypal","Fitbit Flex Wireless Activity + Sleep Wristband Black","1.0","","","","42.08","Unit(s)",""
"__export__.account_invoice_line_8122","Sales - JMD","100.16","Lifetrak C300","","","INV/2014/I54327","Paypal","LifeTrak C300","1.0","","","","100.16","Unit(s)",""
"__export__.account_invoice_line_8123","Sales - JMD","249.24","Fitbit Flex","","","INV/2014/I54327","Paypal","Fitbit Flex Accessory Band 3-pack (Large)","2.0","","","","124.62","Unit(s)",""
